ID_Review,aspect,original_label,v3_label,original_reason,v3_reason,Text_Review
1940,Makanan,netral,positif,"ada ketel listrik untuk membuat teh atau kopi, beserta segala fasilitasnya.","tapi, kamarnya cukup besar, tempat tidurnya nyaman (menurut saya tempat tidurnya keras atau sedang), kamar mandinya bagus dan bersih.","santika cirebon, menurut saya hotelnya sudah tua, jadi ada tandanya di bangunan itu. tapi, kamarnya cukup besar, tempat tidurnya nyaman (menurut saya tempat tidurnya keras atau sedang), kamar mandinya bagus dan bersih. ada ketel listrik untuk membuat teh atau kopi, beserta segala fasilitasnya. kulkas mini, televisi kabel (sayangnya gambar kurang jelas tapi cukup bagus untuk baca berita). sarapannya juga beda-beda, walaupun kata ibuku rasanya biasa saja, tapi bagiku itu sudah cukup. anda bisa memilih mulai dari roti, sereal, bubur nasi, nasi goreng, nasi putih dan makanan indonesia lainnya. secara keseluruhan cukup menyenangkan menginap di hotel santika."
2038,Makanan,netral,positif,"restoran ini menawarkan hidangan dalam jumlah terbatas, tetapi sangat lezat dan harganya masuk akal.",sarapan sebagian besar adalah makanan indonesia.,"hotel santika cukup kecil, namun tamannya indah. kolam renangnya besar dan rasanya seperti surga tropis. restoran ini menawarkan hidangan dalam jumlah terbatas, tetapi sangat lezat dan harganya masuk akal. sarapan sebagian besar adalah makanan indonesia. sebagai orang asing, kami tidak senang dengan pilihan terbatas di luar harga lokal, tetapi pilihan buahnya sangat bagus. seperti kebanyakan tempat di indonesia, stafnya ramah, ramah dan hangat. mereka sangat ingin membantu dan menyenangkan dan itu membuat kunjungan kami menyenangkan meskipun faktanya ciberon adalah kota kecil tanpa banyak atraksi. tidak ada restoran bagus atau tempat menarik untuk dikunjungi. kami masih mencoba mencari tahu bagaimana kami dibujuk untuk pergi ke sana! tapi kami menemukan bahwa kota ini memiliki batik yang luar biasa dan itu membuat perjalanan kami berharga. salah satu kelemahan utama mengunjungi kota kecil di indonesia adalah hampir tidak ada orang yang mengerti/berbicara bahasa inggris. meskipun kami memiliki buku ungkapan kecil, sulit untuk menggunakannya. namun, di hotel, semua staf berbicara bahasa inggris cukup untuk membuat kunjungan ini menyenangkan. saya akan merekomendasikan tempat ini hanya jika anda harus pergi ke cirebon dan hanya jika anda mencari beberapa hari untuk beristirahat."
2080,Makanan,netral,negatif,"sarapan alakadarnya, lokasi seputar kolam tidak terawat","sarapan alakadarnya, lokasi seputar kolam tidak terawat, air conditioner tidak dingin, kamar mandi bau, kunci hotel sudah jadul, balkoni depan jendela kotor banget, area deket lift d lobi gelap, terkesan kotor.","hotel tua yang menempati lahan luas dan lokasi yang strategis. seharusnya bisa mempertahankan ""keklasikan"" hotel santika yang sudah terkenal. sayangnya tidak bisa menjaga itu. sarapan alakadarnya, lokasi seputar kolam tidak terawat, air conditioner tidak dingin, kamar mandi bau, kunci hotel sudah jadul, balkoni depan jendela kotor banget, area deket lift d lobi gelap, terkesan kotor. semoga segera diperbaiki ya"
2211,Makanan,none,positif,,"harganya relatif murah, makan pagi bervariasi","harganya relatif murah, makan pagi bervariasi"
2212,Makanan,none,positif,,breakfastnya banyak dan enak.,salah satu hotel yang biasa saya pesan apabila ke cirebon. harga tidak terlalu mahal. lokasi juga bagus. pelayanan staffnya bagus. breakfastnya banyak dan enak. kolam renangnya baik.
2327,Makanan,netral,positif,breakfast disediakan makanan khas cirebon.,"staf melayani dengan ramah, kamar langsung tersedia tanpa harus menunggu, kondisi kamar bersih, kolam renang untuk anak-anak juga memadai.","staf melayani dengan ramah, kamar langsung tersedia tanpa harus menunggu, kondisi kamar bersih, kolam renang untuk anak-anak juga memadai. breakfast disediakan makanan khas cirebon. lokasi dekat dengan wisata kuliner empal gentong mang dharma."
2488,Makanan,none,positif,,"pelayanan bagus, fasilitas bagus, sarapannya enak","pelayanan bagus, fasilitas bagus, sarapannya enak"
2834,Makanan,netral,none,hanya dapat buah 3 pcs.,,floordrain tidak berfungsi. jadi saya harus buka floordrainnya biar airnya tidak menggenang. saya bermalam di unit yang exclusive. hanya dapat buah 3 pcs. penerangan kurang. karpet di ruang family kotor banget sama sofa belum pernah di dryclean kayaknya. selain hal ini nyaman.
4317,Makanan,positif,positif,satapan baik,"deket banget sama venue fanmeet, kamar bersih satapan baik","deket banget sama venue fanmeet, kamar bersih satapan baik"
7245,Makanan,netral,positif,"sarapan lumayan, namun tidak se-variatif hotel santika di kota lain","hotel dengan lokasi strategis, model bangunan dan kamar bentuk lama namun tetap nyaman, pelayanan cepat dan ramah, sarapan lumayan, namun tidak se-variatif hotel santika di kota lain.","hotel dengan lokasi strategis, model bangunan dan kamar bentuk lama namun tetap nyaman, pelayanan cepat dan ramah, sarapan lumayan, namun tidak se-variatif hotel santika di kota lain."
7823,Makanan,negatif,none,untuk breakfast kurang variatif menunya,,"review dikit menginap disana. pegawai ramah semua. check-in dan check-out cepat. kamar sama kaya di gambar. minta request jendela dengan view dikasih. complimentary kamar free. air conditioner dingin. water heater dan exhaush fan baik. malam hari saya minta tolong pihak dapur untuk hangat makanan dilayani dengan baik dan cepat, sedikit saran, tempat sampah dikamar dan dikamar mandi kalau bisa bukanya yang di tekan pake kaki, gang yang tutupnya bisa di copot gt soalnya jadi dimaenin anak yang belum paham kalau itu tempat sampah. terus untuk kamar mandinya tidak ada sabun cair untuk cuci tangan, dikasihnya malah yang batang. agak repot ya. ini hotelnya tempel banget sama botani, karena covid, bayi gabisa masuk sana. tapi nyari makan banyak, bisa gojek dan enak-enak ko. parkiran juga gabung sama mal. buat yang menginap disana jangan lupa tiket parkirnya distempel sama pihak hotel biar free. untuk breakfast kurang variatif menunya, apalagi untuk rotinya, dikit banget. tidak ada roti tawar dan selai. overall baik ko. 8/10. terima kasih ya."
8040,Makanan,positif,negatif,varian untuk sarapan sedikit kurang rasanya cukup,"kamar yang cukup baik untuk tidak kecil, dan varian untuk sarapan sedikit kurang, rasanya cukup.","kamar yang cukup baik untuk tidak kecil, dan varian untuk sarapan sedikit kurang, rasanya cukup. kolam kecil yang tenang tapi stafnya sangat ramah secara keseluruhan hotel ini bagus dan membuat liburan saya hampir sempurna terima kasih santika bogor"
8270,Makanan,positif,positif,sarapan kualitas makanan baik,kamar baik layanan kamar miskin sarapan kualitas makanan baik,kamar baik layanan kamar miskin sarapan kualitas makanan baik
11601,Makanan,none,positif,,sarapan sangat nyaman.,hotel ini cukup bagus. dan itu terletak di sebelah mal. sarapan sangat nyaman. salah satu downside adalah wi-fi yang connectionyou tidak bisa streaming youtube di sana.
12296,Makanan,netral,netral,,"makanan lumayan, kamar bersih, tapi spreinya keliatan tidak diganti ada kotor walopun sedikit.","makanan lumayan, kamar bersih, tapi spreinya keliatan tidak diganti ada kotor walopun sedikit."
12378,Makanan,positif,none,breakfastnya tidak pernah ngecewain,,breakfastnya tidak pernah ngecewain. fasilitas juga baik. tapi sayang kamarnya lebih nyaman yang non smoking. kamar yang smoking room tidak nyaman.
13024,Makanan,none,none,perlu menambahkan lebih banyak saluran televisi,,harga terbaik tapi perlu menambahkan lebih banyak saluran televisi
13059,Makanan,none,none,fasilitasnya baik banget,,pelayanan dan fasilitasnya baik banget.
13196,Makanan,none,none,fasilitas yang baik,,fasilitas dan layanan yang baik
13266,Makanan,negatif,negatif,,"sarapan pagi harus nambah bayar lagi padahal yang sarapan hanya 1 dewasa dan 4 anak dibawah usia 12 tahun, harapannya supaya sarapan anak gratis.","sarapan pagi harus nambah bayar lagi padahal yang sarapan hanya 1 dewasa dan 4 anak dibawah usia 12 tahun, harapannya supaya sarapan anak gratis."
13434,Makanan,none,none,fasilitas hotelnya juga mantab,,pelayanannya baik fasilitas hotelnya juga mantab
13455,Makanan,none,none,fasilitas bagus,,fasilitas bagus. pelayanan baik.
13469,Makanan,positif,positif,,"pelayanan yang ramah, makanannya enak","pelayanan yang ramah, makanannya enak"
13487,Makanan,positif,positif,,sarapan sangat baik dibandingkan dengan harga dan ramah dengan anak-anak di bawah 6,sarapan sangat baik dibandingkan dengan harga dan ramah dengan anak-anak di bawah 6
13659,Makanan,negatif,negatif,,pelayanannya sangat ramah namun untuk variasi sarapan perlu ditambahkan lagi,pelayanannya sangat ramah namun untuk variasi sarapan perlu ditambahkan lagi
13664,Makanan,none,none,semua fasilitas mantul,,semua fasilitas mantul pelayanan ramah
13728,Makanan,positif,positif,,"hotel terfavorit, makanan banyak variasi, staf ramah","hotel terfavorit, makanan banyak variasi, staf ramah"
13803,Makanan,negatif,negatif,,"kamar kurang bersih, sarapan pagi menemukan rambut.","kamar kurang bersih, sarapan pagi menemukan rambut."
13901,Makanan,none,none,fasilitas lengkap,,fasilitas lengkap pelayanan memuaskan.
14094,Makanan,netral,negatif,makanan enak cuma biasa-biasa saja,makanan enak cuma biasa-biasa saja.,pelayanan baik cuma kamar 202 agak bagaimana gitu horor. makanan enak cuma biasa-biasa saja.
14364,Makanan,none,none,fasilitas cukup memuaskan,,pelayanan dan fasilitas cukup memuaskan
14455,Makanan,positif,positif,,baik dengan harga yang ditawarkan juga mendapatkan sarapan pagi yang diantar ke kamar.,baik dengan harga yang ditawarkan juga mendapatkan sarapan pagi yang diantar ke kamar.
14465,Makanan,negatif,negatif,,overall memuaskan cuma ada sedikit kekecewaan saat booking dengan harga yang ditawarkan mendapat fasilitas breakfast sepertinya tidak sesuai.,overall memuaskan cuma ada sedikit kekecewaan saat booking dengan harga yang ditawarkan mendapat fasilitas breakfast sepertinya tidak sesuai.
14530,Makanan,negatif,negatif,,"makanan tidak enak, harga terlalu tinggi.","makanan tidak enak, harga terlalu tinggi."
