aspect,error_type,confidence,ID_Review,Platform,Nama_Hotel,Review_Date,review_word_len,Text_Review,true_label_source,pred_label_source,alasan_aspect
Harga,netral -> negatif,0.9617,1630,Agoda,Hotel Santika Bogor,9/22/2012,56,"kurang mengesankan, untuk harga yang di bayarkan tidak sesuai, hal yang perlu di perbaiki 1. breakfast menu: dikit sekali, dan rasanya kurang enak. saya pernah menginap di santika lainnya tidak seperti ini 2. kamar sempit dan kurang luas 3. kunci kamar tidak bisa mendapatkan 2 4. tidak ada tempat bermain untuk anak-anak secara keseluruhan kurang memuaskan",netral,negatif,"kurang mengesankan, untuk harga yang di bayarkan tidak sesuai, hal yang perlu di perbaiki 1."
Harga,none -> positif,0.9445,8266,Traveloka,Hotel Santika Bogor,4/11/2018,16,"memuaskan, kamarnya lega, mini bar-nya gratis, tempatnya strategis, makanannya juga banyak variasi. so far sesuai harapan.",none,positif,
Harga,none -> positif,0.9335,9551,Traveloka,Hotel Santika Cirebon,5/17/2017,18,"liburan bareng keluarga kecil, pelayanan ramah, makanan kecil murah dan bisa makan di kolam renang juga, kamar nyaman.",none,positif,
Harga,netral -> positif,0.9236,2022,Agoda,Hotel Santika Cirebon,7/8/2012,42,"cirebon adalah kota kecil. tidak banyak hotel bagus untuk dipilih. yang terbaik adalah hotel ini. saya sudah menginap 1 malam di hotel tersebut. staf hotel sangat ramah. lokasinya bagus. harga masuk akal. jika ke cirebon, saya mungkin akan memilih hotel ini lagi.",netral,positif,harga masuk akal.
Harga,none -> negatif,0.8998,10193,Traveloka,Hotel Santika Depok,6/1/2022,19,"akses masuk susah nyarinya pake map, parkiran kecil, palayanan kurang, fasilitas kamar tidak sesuai dengan harga, kamar ada kecoak.",none,negatif,
Harga,none -> positif,0.8968,629,Agoda,Hotel Santika Bandung,4/30/2013,17,"saya puas dengan memilih hotel santika ini, lokasi yang strategis, room service dengan valuable price, makanannya enak.",none,positif,
Harga,none -> positif,0.8901,12915,Traveloka,Hotel Santika Mega City Bekasi,6/20/2018,9,"tempat nyaman, bersih sesuai dengan budget, kolam renang bersih.",none,positif,
Harga,netral -> negatif,0.8628,1911,Agoda,Hotel Santika Cirebon,7/31/2018,16,"meninap dadakan dapat harga kurang lebih 800rb per malam, breakfast baik lokasi juga di tengah kota",netral,negatif,"meninap dadakan dapat harga kurang lebih 800rb per malam, breakfast baik lokasi juga di tengah kota"
Harga,netral -> negatif,0.8512,6797,Traveloka,Hotel Santika Bandung,1/11/2017,9,"gymnya terlalu kecil, kualitas makan malamnya tidak sepadan harga.",netral,negatif,"gymnya terlalu kecil, kualitas makan malamnya tidak sepadan harga."
Harga,netral -> negatif,0.8201,6821,Traveloka,Hotel Santika Bandung,12/21/2016,6,variasi makanan kurang dengan harga sekarang,netral,negatif,variasi makanan kurang dengan harga sekarang
Harga,netral -> positif,0.8128,897,Agoda,Hotel Santika Bogor,12/4/2023,24,terima kasih hotel santika atas keramahtamahannya. anda berhasil mengakomodasi permintaan kami selama kami tinggal. lokasi terbaik dan harga terbaik di bogor. terima kasih lagi.,netral,positif,lokasi terbaik dan harga terbaik di bogor.
Harga,none -> positif,0.7945,12637,Traveloka,Hotel Santika Mega City Bekasi,1/2/2019,123,"saya pesan superior king, karena sesuatu hal di free upgrade ke deluxe king. kamar tidak ada kulkas, lemari, bath tub. baru dapat fasilitas tsb sprtinya di kelas premier. wi-fi tidak bisa digunakan. kartu akses hnya bisa diberikan 1 dan ini menyulitkan, terutama karena berpergian bersama anak2. agak sulit menghubungi fo, beberapa kali telpon tidak diangkat. banyak hal yang tidak sesuai dengan buku hotel information. balkon yang jdi nilai tambah kamar deluxe, ternyata dikunci, dan kunci tidak bisa ditinggal di kamar. yang jadi nilai tambah adalah karyawannya ramah, akses yang mudah ke mall mega city, dan menu breakfastnya benar2 kualitas santika: enak dan amat bervariasi. kamarnya juga luas, semua fasilitas lain sprti ac- tv- bathroom shower-electric pot, berfungsi baik. ada kolam renang dan gym.",none,positif,
Harga,positif -> none,0.7723,750,Agoda,Hotel Santika Bogor,6/12/2025,97,"perdana stay, pasca drop off di lobby, effortnya susah cari parkir, untungnya ada akses dari dalam mall ke dalam hotel. request connecting room, hanya dapat 1 aksesdoor masing², jadi repot kalau mau naik lantai izin staf bantu tap lift. minus hairdryer aja, dan tidak ada dispenser air, exhaust fan kamarmandi tidak terasa sirkulasinya, bantal kempes, cahaya kurang terang. plusnya ada hiburan smarttv dan wi-fi superngebut. breakfastnya b aja, wafflenya rasa adonan pukis, dan roti tawar terlihat kurang fresh, tapi westernfoodnya lumayan enak. pelayanan staf fo kurang senyum, dan jangan lupa bawa struk parkir untuk stamp free parking.",positif,none,"pelayanan staf fo kurang senyum, dan jangan lupa bawa struk parkir untuk stamp free parking."
Harga,positif -> netral,0.7481,5671,Tiket,Hotel Santika Cirebon,4/3/2021,16,"untuk harga segitu hotel bersih, mungkin lumayan enak, walaupun hotel nya keliatan agak tua tapi menyenangkan.",positif,netral,untuk harga segitu hotel bersih
Harga,negatif -> positif,0.7455,5913,Tiket,Hotel Santika Tasikmalaya,11/11/2019,22,"check in dilayani dengan cepat dan ramah, kondisi kamar bersih, amenities lengkap, harga makanan hotel tidak terlalu mahal dan rasanya cukup enak",negatif,positif,"kamar bersih, amenities lengkap, harga makanan hotel tidak terlalu mahal dan rasanya"
Harga,none -> positif,0.7391,5830,Tiket,Hotel Santika Tasikmalaya,4/9/2025,18,"bersih dan segar. tempat parkir luas dan nyaman. akomodasi hemat, namun memberikan sensasi mewah. kopi dan teh tersedia.",none,positif,
Harga,positif -> netral,0.7327,3692,Tiket,Hotel Santika Bandung,7/23/2024,5,hemat biaya. parkir sangat nyaman.,positif,netral,hemat biaya
Harga,positif -> none,0.7073,7131,Traveloka,Hotel Santika Bandung,8/5/2015,119,"bermalam di hotel santika bandung, , pegawai nya ramah-ramah, , pelayanan bagus, , bersih banget, , saya menginap bersama anak dan istri saya, , pada saat check-in kamar dengan tempat tidur ukuran king telah terisi semua kamarnya, , namun oleh pihak hotel di usahakan bagaimana caranya agar kami sekeluarga mendapatkan kamar dengan tempat tidur ukuran king, , mengenai breakfast/sarapan pagi menunya banyak sekali namun sayang pelayanan dari pegawai restoran untuk breakfast/sarapan pagi kurang tanggap dan sigap, , karena setelah kami selesai menyantap makanan alat makan yang telah kami gunakan tidak secepatnya diambil oleh para pegawai serta penyediaan kopi dan teh oleh pelayan tidak cepat. terima kasih traveloka, , harga kamarnya murah banget dari pada harga publish dari pihak hotel.",positif,none,harga kamarnya murah banget
Harga,negatif -> netral,0.6938,7774,Traveloka,Hotel Santika Bogor,6/2/2021,110,"over price tapi boleh lah. range harga 600 - 700 ribuan dengan desain kamar dan peralatan kamar yang (maaf) tidak melebihi hotel dengan range harga 300 - 400 ribuan. plus (+): - fo dan security yang humble, komunikatif dan rensponsif. - masih dalam lingkup mall botani dan pool damri. - ada kolam renang. - kamar nya cukup redam suara dan bersih. minus (-): - over price. - access card cuma di kasih 1 buah (alasan karena stock access card terbatas)- air conditioner kamar berbunyi seperti korslet, seperti nya harus di service. - harga segitu, tidak ada hair dryer. - menu sarapan monoton, 4 hari menginap, sarapan dengan menu yang sama.",negatif,netral,over price
Harga,negatif -> none,0.6936,8380,Traveloka,Hotel Santika Bogor,9/27/2017,189,"komunikasi dan informasi kepada konsumen sangat buruk. kami pesan 4 kamar, 1 kamar tersedia tepat waktu (sebelum jam 14. 00), 2 kamar selanjutnya setelah jam 14. 00, dan 1 kamar terakhir baru kami dapat jam 16. 05. khusus kamar terakhir, kami mendapatkannya setelah beradu argumen dengan nada tinggi. di informasikan di jam 16. 00 bahwa kamar terakhir yang seharusnya kami dapatkan sebenernya sudah siap, namun belum bisa ditempati, namun informasi tersebut setelah kami protes dengan nada tinggi. harusnya di informasikan sejak awal. pada hari yang sama kurang lebih sekitar 4 konsumen mengalami hal yang sama. pintu/area masuk dan keluar parkir hotel sama dengan mall. ketika keluar di hari berikutnya, ternyata seharusnya kami mendapatkan stampel di kertas parkir dari pihak hotel, namun hal tersebut baru kami ketahui setelah kami berada di pintu/area/gerbang parkir keluar, alhasil kami kena biaya parkir sampai 98ribu. harusnya tanpa diminta sebelum kami keluar hotel, dan pada saat mengangkut barang di lobby, pihak security atau receptionist memberikan atau menanyakan terkait kertas parkir. point tersebut memang tidak akan menghalangi niat kami untuk menginap kembali. tapi mudah-mudahan tulisan ini bisa menjadikan pengalaman bagi semuanya agar hal tersebut tidak terjadi.",negatif,none,kena biaya parkir sampai 98ribu harusnya tanpa diminta pihak security atau receptionist memberikan atau menanyakan terkait kertas parkir
Harga,none -> netral,0.6516,12807,Traveloka,Hotel Santika Mega City Bekasi,9/19/2018,52,"mereka keluar dari kamar superior yang saya pesan ketika saya check-in dan mereka memberi saya kamar deluxe tanpa biaya tambahan. luar biasa. di sisi lain, saya hampir jatuh ketika saya mandi karena lantai yang licin. saya pikir mereka harus mengubah beton dengan tekstur yang agak kasar untuk menghindari hal yang sama terjadi.",none,netral,
Harga,none -> positif,0.6368,4184,Tiket,Hotel Santika Mega City Bekasi,3/31/2026,9,selalu menyenangkan! dengan pilihan menu sarapan budget yang banyak,none,positif,
Harga,positif -> none,0.6252,2668,Agoda,Hotel Santika Depok,1/9/2014,215,"itu adalah pengalaman menginap yang menyenangkan, semua staf yang saya temui sabar, ramah, membantu, sopan dan efisien. hotel ini membuat saya terkesan dengan layanan pribadi mereka; misalnya, mereka mengingatkan saya tentang sarapan ketika saya bangun terlambat dan membawa koran harian ke rumah anda setiap pagi dan menanyakan layanan lain yang diperlukan. dan ketika saya memesan sesuatu dari restoran atau panggilan apa pun untuk layanan binatu, staf akan datang dengan sangat cepat; jika terjadi penundaan mereka akan datang pada waktu yang dijanjikan (tidak lama juga). segala kekurangan akan dijelaskan secara menyeluruh dan sabar. kamar bersih dan tempat tidur bantal nyaman, saya sulit bangun karena sangat nyaman. koneksi wi-fi gratis gratis sangat cepat. hanya satu kekurangannya, tidak ada lemari es atau mini-bar di kamar saya dan pada awalnya diberitahu oleh resepsionis bahwa jenis kamar (kamar standar dan deluxe) yang saya tempati, tidak disediakan. tentu saja saya terkejut tetapi ketika saya bertanya kepada staf lain, mereka mengatakan bahwa hotel ini masih baru (berusia 4 bulan) dan di masa depan, kulkas atau mini-bar akan disediakan untuk semua tipe kamar. semoga itu benar. saya yakin tidak semua tipe kamar tersedia sepenuhnya. tapi secara umum, saya mendapatkan pengalaman menginap yang baik dan pasti akan mempertimbangkan untuk menginap di sana lagi ketika sudah lengkap (dengan mini-bar) atau pilihan kamar yang lebih besar.",positif,none,koneksi wi-fi gratis gratis sangat cepat.
Harga,none -> netral,0.6042,11818,Traveloka,Hotel Santika Depok,11/26/2014,23,saya merasa cukup puas dengan pelayanan dll ya kalau bisa saya dapat potongan harga supaya saya bisa menginap lagi di hotel santika depok,none,netral,
Harga,none -> positif,0.5825,9074,Traveloka,Hotel Santika Cirebon,12/1/2021,15,"breakfast nya enak, service nya bagus karena mobil pengunjung di cuciin gratis. cool pokok nya.",none,positif,
Harga,negatif -> netral,0.5338,10435,Traveloka,Hotel Santika Depok,6/26/2019,32,"lokasi baik mudah akses ke dmall, tetapi menurut saya kondisi fasilitas hotel (seperti kolam renang, gym) dan kondisi kamar (seperti furniture, luas kamar, dan kebersihan kamar) tidak sesuai dengan harga yang diberikan.",negatif,netral,kondisi fasilitas hotel dan kondisi kamar tidak sesuai dengan harga yang diberikan
Harga,none -> positif,0.5173,7854,Traveloka,Hotel Santika Bogor,10/14/2020,65,"saat pertama check in perlengkapan mandi tidak ada. bahkan gula pasirnya keras, kami pikir layanan kamar akan datang nanti untuk diisi karena mungkin ini adalah kebijakan hotel. keesokan harinya saya meminta untuk bersih-bersih, kemudian mereka memberikan perlengkapan mandi yang layak dan kopi sachet. tidak ada parkir gratis untuk tamu, tempat parkir terbatas dan mereka menunjukkan mal di dekat taman dan masih tidak ada parkir gratis",none,positif,
Harga,netral -> positif,0.5106,4751,Tiket,Hotel Santika Mega City Bekasi,10/30/2023,11,"baik untuk harga segitu, yang paling baik nya. lokasi sangat strategis.",netral,positif,"baik untuk harga segitu, yang paling baik nya."
Harga,none -> positif,0.5057,330,Agoda,Hotel Santika Bandung,12/13/2013,30,"ini mungkin salah satu hotel bernilai terbaik di bandung. terletak di pusat kota, kamar dan layanan bagus. kamar standar tapi bersih dan luas, dapatkan lantai tinggi untuk pemandangan lebih baik.",none,positif,
Harga,none -> netral,0.5047,1834,Agoda,Hotel Santika Cirebon,2/7/2024,51,"menginap semalam, kamarnya sangat bersih, stafnya cepat tanggap dan sangat ramah. fasilitasnya lengkap dan anda juga bisa meminta fasilitas lain seperti pengering rambut dan staf akan mengirimkannya ke kamar anda. sarapannya enak tapi tidak ada yang luar biasa tentang sarapan. tampilan hotelnya mungkin agak tua tapi secara keseluruhan sepadan dengan harganya.",none,netral,
Harga,netral -> positif,0.4954,2038,Agoda,Hotel Santika Cirebon,1/4/2012,184,"hotel santika cukup kecil, namun tamannya indah. kolam renangnya besar dan rasanya seperti surga tropis. restoran ini menawarkan hidangan dalam jumlah terbatas, tetapi sangat lezat dan harganya masuk akal. sarapan sebagian besar adalah makanan indonesia. sebagai orang asing, kami tidak senang dengan pilihan terbatas di luar harga lokal, tetapi pilihan buahnya sangat bagus. seperti kebanyakan tempat di indonesia, stafnya ramah, ramah dan hangat. mereka sangat ingin membantu dan menyenangkan dan itu membuat kunjungan kami menyenangkan meskipun faktanya ciberon adalah kota kecil tanpa banyak atraksi. tidak ada restoran bagus atau tempat menarik untuk dikunjungi. kami masih mencoba mencari tahu bagaimana kami dibujuk untuk pergi ke sana! tapi kami menemukan bahwa kota ini memiliki batik yang luar biasa dan itu membuat perjalanan kami berharga. salah satu kelemahan utama mengunjungi kota kecil di indonesia adalah hampir tidak ada orang yang mengerti/berbicara bahasa inggris. meskipun kami memiliki buku ungkapan kecil, sulit untuk menggunakannya. namun, di hotel, semua staf berbicara bahasa inggris cukup untuk membuat kunjungan ini menyenangkan. saya akan merekomendasikan tempat ini hanya jika anda harus pergi ke cirebon dan hanya jika anda mencari beberapa hari untuk beristirahat.",netral,positif,"dengan pilihan terbatas di luar harga lokal, tetapi pilihan buahnya sangat bagus"
Harga,negatif -> none,0.49,6232,Traveloka,Hotel Santika Bandung,7/15/2020,85,"lokasi strategis, hotelnya lama jadi perabot-perabotnya lama, bau lift harum, kamar saya tidak ada sakelar untuk stop lampu tidur, jadi terpaksa dibuka lampunya, toilet agak mampet, air tidak panas di pagi hari, sudah saya laporkan, untuk ke parkiran terpaksa lewat tangga, saran sebelum tidur dicek dulu yang saya tulis di atas, saya cuma menginap 1 malam jadi saya laporkan pada saat check-out. saya ditelepon setelah di luar, tanggapan hotel baik, kamar saya di upgrade ke lebih besar tanpa dipungut biaya tambahan, kamar anak tidak diupgrade.",negatif,none,"ke lebih besar tanpa dipungut biaya tambahan, kamar anak tidak diupgrade"
Harga,positif -> none,0.4792,2697,Agoda,Hotel Santika Depok,6/30/2014,11,pelayanannya sangat bagus dan ini adalah hotel yang nyaman mengingat harganya.,positif,none,mengingat harganya
Harga,none -> positif,0.4744,13909,Traveloka,Hotel Santika Tasikmalaya,8/19/2020,31,"i think i got the worst staycation in my life, pertama boleh diliat di foto unggahan saya, biasanya kan untuk gelas bathroom itu bersih, ini ada bekas lipstik. kamar mandi kotor.",none,positif,
Harga,none -> negatif,0.4734,4180,Tiket,Hotel Santika Mega City Bekasi,4/8/2026,18,"sayang banget budget hotel 500rb tapi bukan smart televisi but overall baik, makanan juga enak bingit. thankyou santika",none,negatif,
Harga,positif -> negatif,0.4475,3672,Tiket,Hotel Santika Bandung,10/17/2024,31,"sedari dulu kami suka dengan hotel ini, meski sudah lama tetap nyaman. karyawannya tetap konsisten dalam pelayanan, ramah, sopan, senyum dan help full. harga tidak terlalu mahal dan dekat dengan mall",positif,negatif,harga tidak terlalu mahal
Harga,netral -> positif,0.4435,5064,Tiket,Hotel Santika Mega City Bekasi,10/17/2019,22,"di jantung kita bekasi, dkt kemana saja, ada kolam berenang dan tempat bermain anak, sarapan variatif, kamar terlalu kecil dengan harga lumayan",netral,positif,kamar terlalu kecil dengan harga lumayan
Harga,none -> positif,0.4113,10146,Traveloka,Hotel Santika Depok,5/17/2023,60,"kamarnya bersih, kamar mandinya juga bersih. sepertinya hotelnya sudah agak lama, tapi tetap affordable. pilihan sarapannya cukup banyak. overall, menyenangkan. saya tidak tau kalau ternyata hotel ini nyambung dengan di mall. ini jadi point plus, karena jadi ada banyak pilihan resto, dan ada bioskop juga. waktu saya menginap, lagi banyak tamu. sepertinya, sedang ada meeting dari instansi atau perusahaan tertentu.",none,positif,
Harga,none -> negatif,0.4009,11517,Traveloka,Hotel Santika Depok,1/6/2016,104,"saya menginap di kamar superior king bed. kamar mandi tidak ada tirainya. padahal kami menginap 1 hari sbelumnya ada tirai pembatas shower di kamar superior dengan twin bed. posisi loby dilantai 3 dengan akses masuk lift dari bagian belakang d'mall. view nya sangat indah karena posisi kamar hotel di lantai paling atas (26-28). staf ramah, ruangan no smoking terjaga, breakfast cukup enak, hanya saja tidak ada staf yang menjaga dibagian pool nya (lantai5). poll cenderung kecil tapi cukup nyaman dengan toilet bersih dan cenderung sepi. penawaran upgrade room on the spot sebesar 100rb untuk deluxe room. so far cukup nyaman menginap di santika depok.",none,negatif,
Makanan,none -> netral,0.9687,8680,Traveloka,Hotel Santika Bogor,1/6/2016,27,untuk liburan keluarga nyaman. apa lagi yang punya anak kecil. untuk cari makanan sangat dekat mall. untuk keseluruhan suka sekali menginap di santika bogor anak2pun sangat suka.,none,netral,
Makanan,negatif -> netral,0.9566,6582,Traveloka,Hotel Santika Bandung,8/23/2017,7,"makanannya biasa saja, tidak seperti makanan hotel",negatif,netral,"makanannya biasa saja, tidak seperti makanan hotel"
Makanan,netral -> negatif,0.9476,14094,Traveloka,Hotel Santika Tasikmalaya,12/26/2018,14,pelayanan baik cuma kamar 202 agak bagaimana gitu horor. makanan enak cuma biasa-biasa saja.,netral,negatif,makanan enak cuma biasa-biasa saja
Makanan,netral -> negatif,0.9472,1630,Agoda,Hotel Santika Bogor,9/22/2012,56,"kurang mengesankan, untuk harga yang di bayarkan tidak sesuai, hal yang perlu di perbaiki 1. breakfast menu: dikit sekali, dan rasanya kurang enak. saya pernah menginap di santika lainnya tidak seperti ini 2. kamar sempit dan kurang luas 3. kunci kamar tidak bisa mendapatkan 2 4. tidak ada tempat bermain untuk anak-anak secara keseluruhan kurang memuaskan",netral,negatif,"breakfast menu: dikit sekali, dan rasanya kurang enak."
Makanan,netral -> positif,0.9414,1650,Agoda,Hotel Santika Bogor,4/26/2012,88,"kami check ini terlambat, dateng jam setengah dua belas malam, tanpa basa-basi dan birokrasi yang panjang, kami langsung dapet kunci kamar. kami pilih kamar dengan bed twin walopun serasa sempit bahkan untuk 1 orang, interior kamar yang minimalis modern enak dipandang dan view gunung dan kota bogor. pagi hari kami sarapan, dengan menu yang beraneka macam dan enak2. sedikit kendala, kami tidak diberi tahu kalau mobil keluar masuk hotel, apakah kami bisa dapet voucher parkir, akhirnya keluar masuk hotel kami bayar parkir lagi selama dua hari, lumayan lah.",netral,positif,"pagi hari kami sarapan, dengan menu yang beraneka macam dan enak2."
Makanan,positif -> netral,0.9262,3926,Tiket,Hotel Santika Bandung,2/3/2026,23,all bagus dan lokasi sangat strategis. cuma air conditioner nya kurang dingin. sarapan biasa saja. tapi enak. dan staf nya sangat ramah semua.,positif,netral,sarapan biasa saja. tapi enak
Makanan,positif -> netral,0.9241,4182,Tiket,Hotel Santika Mega City Bekasi,4/4/2026,7,fasilitas kebugaran eksklusif. makanan penutup yang lezat.,positif,netral,makanan penutup yang lezat.
Makanan,positif -> netral,0.9211,1834,Agoda,Hotel Santika Cirebon,2/7/2024,51,"menginap semalam, kamarnya sangat bersih, stafnya cepat tanggap dan sangat ramah. fasilitasnya lengkap dan anda juga bisa meminta fasilitas lain seperti pengering rambut dan staf akan mengirimkannya ke kamar anda. sarapannya enak tapi tidak ada yang luar biasa tentang sarapan. tampilan hotelnya mungkin agak tua tapi secara keseluruhan sepadan dengan harganya.",positif,netral,sarapannya enak tapi tidak ada yang luar biasa tentang sarapan.
Makanan,none -> netral,0.9175,838,Agoda,Hotel Santika Bogor,7/29/2024,10,"lokasi dekat dengan mall shg mudah untuk cari makanan, ,",none,netral,
Makanan,none -> positif,0.9173,2212,Agoda,Hotel Santika Cirebon,6/17/2019,27,salah satu hotel yang biasa saya pesan apabila ke cirebon. harga tidak terlalu mahal. lokasi juga bagus. pelayanan staffnya bagus. breakfastnya banyak dan enak. kolam renangnya baik.,none,positif,
Makanan,none -> netral,0.9093,8085,Traveloka,Hotel Santika Bogor,3/13/2019,11,"cemilan di kala sore, santika tau how to treat their customers",none,netral,
Makanan,negatif -> netral,0.9062,7023,Traveloka,Hotel Santika Bandung,1/20/2016,43,"lokasi bagus walaupun hotel lama tapi terawat, hanya saja hairdryer tidak built in di kamar mandi, refill breakfast agak lama padahal tidak musim liburan. selain itu pelayanan hotel bagus, harus siap di renov untuk bersaing dengan hotel sekitar karena secara lokasi sudah menjanjikan",negatif,netral,refill breakfast agak lama
Makanan,none -> positif,0.9014,1263,Agoda,Hotel Santika Bogor,9/25/2012,41,"pilihan sarapannya beragam, dari western hingga indonesia, dan saya pesan telur dadar dan rasanya enak. ini setara dengan hotel bintang 4. lokasinya berada dalam jarak berjalan kaki ke kolam renang, pusat perbelanjaan, dan kebun raya. ruangannya luas dan saya bisa bersantai.",none,positif,
Makanan,none -> positif,0.8972,11601,Traveloka,Hotel Santika Depok,10/14/2015,26,hotel ini cukup bagus. dan itu terletak di sebelah mal. sarapan sangat nyaman. salah satu downside adalah wi-fi yang connectionyou tidak bisa streaming youtube di sana.,none,positif,
Makanan,positif -> negatif,0.8901,12378,Traveloka,Hotel Santika Mega City Bekasi,9/4/2019,21,breakfastnya tidak pernah ngecewain. fasilitas juga baik. tapi sayang kamarnya lebih nyaman yang non smoking. kamar yang smoking room tidak nyaman.,positif,negatif,breakfastnya tidak pernah ngecewain
Makanan,netral -> positif,0.8734,2038,Agoda,Hotel Santika Cirebon,1/4/2012,184,"hotel santika cukup kecil, namun tamannya indah. kolam renangnya besar dan rasanya seperti surga tropis. restoran ini menawarkan hidangan dalam jumlah terbatas, tetapi sangat lezat dan harganya masuk akal. sarapan sebagian besar adalah makanan indonesia. sebagai orang asing, kami tidak senang dengan pilihan terbatas di luar harga lokal, tetapi pilihan buahnya sangat bagus. seperti kebanyakan tempat di indonesia, stafnya ramah, ramah dan hangat. mereka sangat ingin membantu dan menyenangkan dan itu membuat kunjungan kami menyenangkan meskipun faktanya ciberon adalah kota kecil tanpa banyak atraksi. tidak ada restoran bagus atau tempat menarik untuk dikunjungi. kami masih mencoba mencari tahu bagaimana kami dibujuk untuk pergi ke sana! tapi kami menemukan bahwa kota ini memiliki batik yang luar biasa dan itu membuat perjalanan kami berharga. salah satu kelemahan utama mengunjungi kota kecil di indonesia adalah hampir tidak ada orang yang mengerti/berbicara bahasa inggris. meskipun kami memiliki buku ungkapan kecil, sulit untuk menggunakannya. namun, di hotel, semua staf berbicara bahasa inggris cukup untuk membuat kunjungan ini menyenangkan. saya akan merekomendasikan tempat ini hanya jika anda harus pergi ke cirebon dan hanya jika anda mencari beberapa hari untuk beristirahat.",netral,positif,"restoran ini menawarkan hidangan dalam jumlah terbatas, tetapi sangat lezat dan harganya masuk akal."
Makanan,netral -> positif,0.872,12911,Traveloka,Hotel Santika Mega City Bekasi,6/20/2018,4,pilihan makanan untuk sarapan,netral,positif,pilihan makanan untuk sarapan
Makanan,positif -> none,0.8623,4317,Tiket,Hotel Santika Mega City Bekasi,4/10/2025,9,"deket banget sama venue fanmeet, kamar bersih satapan baik",positif,none,satapan baik
Makanan,none -> positif,0.8528,12174,Traveloka,Hotel Santika Mega City Bekasi,3/10/2021,5,nyaman puas kenyang enaklah overall,none,positif,
Makanan,netral -> positif,0.8471,4196,Tiket,Hotel Santika Mega City Bekasi,2/25/2026,14,layanan pengiriman makanan tersedia. terletak di kawasan industri. staf yang luar biasa dan cerdas.,netral,positif,layanan pengiriman makanan tersedia.
Makanan,netral -> positif,0.8471,3634,Tiket,Hotel Santika Bandung,2/25/2025,6,kamar segar banget. hidangan tradisional lezat.,netral,positif,hidangan tradisional lezat.
Makanan,none -> positif,0.8455,2488,Agoda,Hotel Santika Depok,12/1/2024,6,"pelayanan bagus, fasilitas bagus, sarapannya enak",none,positif,
Makanan,netral -> positif,0.8451,1491,Agoda,Hotel Santika Bogor,9/2/2019,64,"pertama sampai di hotel memiliki kesan yang luar biasa, lokasi yang baik dekat dengan mal kebersihan cukup baik. untuk fasilitas kolam renang juga bagus. santika sangat terkenal dengan beragaman sarapanya yang pasti enak. untuk staf saya merasa kurang ramah. bagian fo, tempat sarapan, kolam renang, mungkin karena libur lebaran ramai tamu mereka kelelahan sehingga ya biasa saja, tapi untuk satpamnya sangat baik dan ramah.",netral,positif,"bagian fo, tempat sarapan, kolam renang, mungkin karena libur lebaran"
Makanan,netral -> none,0.844,579,Agoda,Hotel Santika Bandung,5/17/2015,21,ada rasa kecewa karena kamar mandinya shower yang tidak pas penempatannya dan closet yang tidak bisa di flush harus berulang ulang,netral,none,ada rasa kecewa karena kamar mandinya shower yang tidak
Makanan,negatif -> positif,0.8424,7823,Traveloka,Hotel Santika Bogor,12/30/2020,164,"review dikit menginap disana. pegawai ramah semua. check-in dan check-out cepat. kamar sama kaya di gambar. minta request jendela dengan view dikasih. complimentary kamar free. air conditioner dingin. water heater dan exhaush fan baik. malam hari saya minta tolong pihak dapur untuk hangat makanan dilayani dengan baik dan cepat, sedikit saran, tempat sampah dikamar dan dikamar mandi kalau bisa bukanya yang di tekan pake kaki, gang yang tutupnya bisa di copot gt soalnya jadi dimaenin anak yang belum paham kalau itu tempat sampah. terus untuk kamar mandinya tidak ada sabun cair untuk cuci tangan, dikasihnya malah yang batang. agak repot ya. ini hotelnya tempel banget sama botani, karena covid, bayi gabisa masuk sana. tapi nyari makan banyak, bisa gojek dan enak-enak ko. parkiran juga gabung sama mal. buat yang menginap disana jangan lupa tiket parkirnya distempel sama pihak hotel biar free. untuk breakfast kurang variatif menunya, apalagi untuk rotinya, dikit banget. tidak ada roti tawar dan selai. overall baik ko. 8/10. terima kasih ya.",negatif,positif,untuk breakfast kurang variatif menunya
Makanan,netral -> positif,0.84,2327,Agoda,Hotel Santika Cirebon,2/14/2013,33,"staf melayani dengan ramah, kamar langsung tersedia tanpa harus menunggu, kondisi kamar bersih, kolam renang untuk anak-anak juga memadai. breakfast disediakan makanan khas cirebon. lokasi dekat dengan wisata kuliner empal gentong mang dharma.",netral,positif,breakfast disediakan makanan khas cirebon.
Makanan,netral -> negatif,0.8341,7245,Traveloka,Hotel Santika Bandung,12/17/2014,27,"hotel dengan lokasi strategis, model bangunan dan kamar bentuk lama namun tetap nyaman, pelayanan cepat dan ramah, sarapan lumayan, namun tidak se-variatif hotel santika di kota lain.",netral,negatif,"sarapan lumayan, namun tidak se-variatif hotel santika di kota lain"
Makanan,netral -> negatif,0.8341,5677,Tiket,Hotel Santika Cirebon,3/17/2021,4,variasi makanan perlu ditingkatkan,netral,negatif,variasi makanan perlu ditingkatkan
Makanan,netral -> positif,0.834,7092,Traveloka,Hotel Santika Bandung,10/21/2015,28,"lokasi strategis, 20 thn yang lalu saat bertugas saya menginap di sini. dan saat ini tidak byak perubahan di interior dan exterior hotel, breakfast lumayan walau tidak istimewa",netral,positif,breakfast lumayan walau tidak istimewa
