source,issue,aspect,ID_Review,current_label,model_prediction,model_confidence,suggested_label,recommended_action,aspect_evidence,sentiment_evidence,Platform,Nama_Hotel,Review_Date,Text_Review,current_reason,action_rank
priority_model_disagreement,model_disagreement,Kenyamanan,330,netral,positif,0.7526,positif,possible_sentiment_label_review,"kamar, luas, pemandangan","aspect evidence: kamar, luas, pemandangan; sentiment evidence: bagus, baik, bersih, luas",Agoda,Hotel Santika Bandung,12/13/2013,"ini mungkin salah satu hotel bernilai terbaik di bandung. terletak di pusat kota, kamar dan layanan bagus. kamar standar tapi bersih dan luas, dapatkan lantai tinggi untuk pemandangan lebih baik.",,3
priority_model_disagreement,model_disagreement,Pelayanan,1316,netral,positif,0.7522,positif,possible_sentiment_label_review,"pelayanan, layanan","aspect evidence: pelayanan, layanan; sentiment evidence: mantap, dekat",Agoda,Hotel Santika Bogor,4/22/2026,"dekat dengan mall, pelayanan oke, dan fasilitas mantap, keep it up",,3
priority_model_disagreement,model_disagreement,Fasilitas,3852,netral,negatif,0.7408,positif,possible_sentiment_label_review,"fasilitas, parkir","aspect evidence: fasilitas, parkir; sentiment evidence: baik, ramah, strategis, luas",Tiket,Hotel Santika Bandung,6/14/2019,yang saya sukai: - fasilitas nya baik - makanan nya baik - karyawan nya ramah2 - tempatnya strategis saran: - tempat parkiran mobilnya tolong di perluas lagi.,,3
priority_model_disagreement,model_disagreement,Harga,3692,positif,netral,0.7327,positif,possible_sentiment_label_review,biaya,"aspect evidence: biaya; sentiment evidence: nyaman, aman",Tiket,Hotel Santika Bandung,7/23/2024,hemat biaya. parkir sangat nyaman.,,3
priority_model_disagreement,model_disagreement,Makanan,5805,netral,positif,0.7295,positif,possible_sentiment_label_review,"hidangan, lezat","aspect evidence: hidangan, lezat; sentiment evidence: baik, ramah, lezat, aman, dekat",Tiket,Hotel Santika Tasikmalaya,4/16/2026,kualitas layanan terbaik. hidangan yang disajikan lezat. suasana ramah. dekat dengan pusat hiburan. parkir aman.,,3
priority_model_disagreement,model_disagreement,Makanan,14152,positif,netral,0.7167,netral,possible_sentiment_label_review,sarapan,aspect evidence: sarapan; sentiment evidence: cukup,Traveloka,Hotel Santika Tasikmalaya,10/3/2018,kamar superior cukup besar untuk hunian tunggal seperti milik saya. dan anda harus mencoba kue soes saat sarapan.,,3
priority_model_disagreement,model_disagreement,Fasilitas,8101,negatif,positif,0.7101,positif,possible_sentiment_label_review,"kolam, kolam renang","aspect evidence: kolam, kolam renang; sentiment evidence: bagus, baik",Traveloka,Hotel Santika Bogor,2/6/2019,hotel bagus. pelayanan baik. kolam renang cukup untuk anak-anak saja.,,3
priority_model_disagreement,model_high_confidence_disagreement,Kenyamanan,5467,negatif,netral,0.994,needs_review,sentiment_conflict_needs_expert,kamar,"aspect evidence: kamar; mixed/weak sentiment: positive: bagus, bersih; negative: lambat, kotor",Tiket,Hotel Santika Bogor,4/1/2018,"kami menginap di kamar 616. saluran pembuangan shower lambat meskipun kotoran/rambut sudah dibersihkan oleh staf hotel. lokasi hotel cukup bagus, memiliki akses langsung ke pusat perbelanjaan botany square. dan botanic. ",,4
priority_model_disagreement,model_high_confidence_disagreement,Kenyamanan,9320,negatif,netral,0.9922,needs_review,sentiment_conflict_needs_expert,"kamar, gelap","aspect evidence: kamar, gelap; mixed/weak sentiment: positive: bagus, bersih, enak; negative: tidak, gak, ga ",Traveloka,Hotel Santika Cirebon,8/29/2018,"kamarnya bagus tapi agak gelap terutama di malam hari. meskipun hotel ini adalah hotel tua, tetapi mereka melakukan yang bagus untuk kamar, sangat bagus dan bersih. handuk bersih dan segar. tapi sayangnya kamar mandi membuat kamar mandi agak basah di sisi yang kering (sisi lemari) dan juga drainase wastafel agak lambat sehingga saluran pembuangan tidak cepat. dan juga saya kecewa karena sarapan, terakhir kali saya mengunjungi hotel ini tahun lalu dan makan sarapan, saya punya pengalaman hebat, karena makanannya begitu enak, tapi ketika saya mengunjungi restoran untuk sarapan saya, berbagai makanannya tidak banyak, dan rasanya di bawah harapan saya, terlalu buruk. tapi ada shuttle ke stasiun cirebon, dan itu gratis.",,4
priority_model_disagreement,model_high_confidence_disagreement,Fasilitas,3258,positif,netral,0.9902,needs_review,sentiment_conflict_needs_expert,"kolam, kolam renang, kamar mandi","aspect evidence: kolam, kolam renang, kamar mandi; mixed/weak sentiment: positive: nyaman, bersih, puas; negative: tidak, ga ",Agoda,Hotel Santika Tasikmalaya,8/4/2013,"saya sangat puas dengan akomodasinya. kamar tidurnya juga nyaman. kamar mandinya juga bersih. kolam renangnya tidak besar, tapi memiliki pesona. udaranya cerah, dan bintang-bintang di langit malam yang dilihat dari kolam renang sangat mengesankan.",,4
priority_model_disagreement,model_high_confidence_disagreement,Kenyamanan,1200,netral,negatif,0.974,needs_review,sentiment_conflict_needs_expert,"kamar, pemandangan","aspect evidence: kamar, pemandangan; mixed/weak sentiment: positive: bagus, baik; negative: tidak, kotor, kecil",Agoda,Hotel Santika Bogor,1/9/2012,"santika bogor bagus, kamarnya terlalu polos, tidak ada lukisan, tvnya terlalu kecil, aku tidak mendapat pemandangan dari kamarku, menurutku itu kamar yang terisolasi. sarapannya baik, orangnya baik tapi terlalu ramai jadi ketika saya minta piring, mereka memberi saya piring kotor dengan saus di dasar piring. tempat parkir sangat ramai, tidak ada ruang untuk tamu karena ini adalah tempat yang sama untuk mal.",,4
priority_model_disagreement,model_high_confidence_disagreement,Kenyamanan,2080,netral,negatif,0.9675,needs_review,sentiment_conflict_needs_expert,"kamar, air conditioner, gelap, luas, dingin","aspect evidence: kamar, air conditioner, gelap, luas, dingin; mixed/weak sentiment: positive: baik, strategis, luas; negative: tidak, ga , bau",Agoda,Hotel Santika Cirebon,12/30/2022,"hotel tua yang menempati lahan luas dan lokasi yang strategis. seharusnya bisa mempertahankan ""keklasikan"" hotel santika yang sudah terkenal. sayangnya tidak bisa menjaga itu. sarapan alakadarnya, lokasi seputar kolam tidak terawat, air conditioner tidak dingin, kamar mandi bau, kunci hotel sudah jadul, balkoni depan jendela kotor banget, area deket lift d lobi gelap, terkesan kotor. semoga segera diperbaiki ya",,4
priority_model_disagreement,model_high_confidence_disagreement,Harga,1630,netral,negatif,0.9617,needs_review,sentiment_conflict_needs_expert,"harga, bayar","aspect evidence: harga, bayar; mixed/weak sentiment: positive: baik, enak, memuaskan; negative: kurang, tidak, ga ",Agoda,Hotel Santika Bogor,9/22/2012,"kurang mengesankan, untuk harga yang di bayarkan tidak sesuai, hal yang perlu di perbaiki 1. breakfast menu: dikit sekali, dan rasanya kurang enak. saya pernah menginap di santika lainnya tidak seperti ini 2. kamar sempit dan kurang luas 3. kunci kamar tidak bisa mendapatkan 2 4. tidak ada tempat bermain untuk anak-anak secara keseluruhan kurang memuaskan",,4
priority_model_disagreement,model_high_confidence_disagreement,Fasilitas,697,negatif,netral,0.9613,needs_review,sentiment_conflict_needs_expert,fasilitas,"aspect evidence: fasilitas; mixed/weak sentiment: positive: bagus, ramah; negative: tidak, gak, ga ",Agoda,Hotel Santika Bogor,1/10/2025,"lokasinya bagus karena bersebelahan dengan pusat perbelanjaan sehingga tidak perlu jauh-jauh. namun secara keseluruhan fasilitas terasa agak tua, mungkin karena hotelnya sudah tua. stafnya ramah, saya suka lokasinya, dan harganya. juga, ada pembangunan yang sedang berlangsung di sebelah, jadi saya tidur siang, tapi selain kebisingan, saya tidak punya keluhan.",,4
priority_model_disagreement,model_high_confidence_disagreement,Fasilitas,1635,netral,negatif,0.9545,needs_review,sentiment_conflict_needs_expert,"fasilitas, kamar mandi","aspect evidence: fasilitas, kamar mandi; mixed/weak sentiment: positive: nyaman, strategis, aman; negative: ga , minim",Agoda,Hotel Santika Bogor,8/26/2012,"terletak di lokasi yang strategis untuk perjalanan dari jakarta, dengan lokasi yang berdampingan dengan botani square menambah kenyamanan dalam liburan. tetapi, fasilitas amenities di kamar mandi sangat minim. cocok untuk tempat menginap keluarga yang melakukan perjalanan ke bogor hanya untuk sekedar jalan2.",,4
priority_model_disagreement,model_high_confidence_disagreement,Makanan,14094,netral,negatif,0.9476,needs_review,sentiment_conflict_needs_expert,"makanan, makan, enak","aspect evidence: makanan, makan, enak; mixed/weak sentiment: positive: baik, enak; negative: gak, horor, biasa saja",Traveloka,Hotel Santika Tasikmalaya,12/26/2018,pelayanan baik cuma kamar 202 agak bagaimana gitu horor. makanan enak cuma biasa-biasa saja.,,4
priority_model_disagreement,model_high_confidence_disagreement,Makanan,1630,netral,negatif,0.9472,needs_review,sentiment_conflict_needs_expert,"breakfast, menu, rasa, enak","aspect evidence: breakfast, menu, rasa, enak; mixed/weak sentiment: positive: baik, enak, memuaskan; negative: kurang, tidak, ga ",Agoda,Hotel Santika Bogor,9/22/2012,"kurang mengesankan, untuk harga yang di bayarkan tidak sesuai, hal yang perlu di perbaiki 1. breakfast menu: dikit sekali, dan rasanya kurang enak. saya pernah menginap di santika lainnya tidak seperti ini 2. kamar sempit dan kurang luas 3. kunci kamar tidak bisa mendapatkan 2 4. tidak ada tempat bermain untuk anak-anak secara keseluruhan kurang memuaskan",,4
priority_model_disagreement,model_high_confidence_disagreement,Fasilitas,1136,positif,negatif,0.9434,needs_review,sentiment_conflict_needs_expert,,no aspect keyword detected,Agoda,Hotel Santika Bogor,2/16/2013,"karena hujan selalu turun di sore hari, kami dapat, di waktu senggang, berbelanja atau makan malam tanpa basah kuyup atau harus mencari taksi dengan panik. sarapannya memuaskan. ruangan itu baik-baik saja hanya saja transmisi televisi sering terputus dan beberapa saluran meskipun ditunjukkan dalam daftar tidak ada",,4
priority_model_disagreement,model_high_confidence_disagreement,Makanan,1650,netral,positif,0.9414,needs_review,sentiment_conflict_needs_expert,"sarapan, menu, rasa, enak","aspect evidence: sarapan, menu, rasa, enak; mixed/weak sentiment: positive: enak; negative: tidak, lambat, sempit",Agoda,Hotel Santika Bogor,4/26/2012,"kami check ini terlambat, dateng jam setengah dua belas malam, tanpa basa-basi dan birokrasi yang panjang, kami langsung dapet kunci kamar. kami pilih kamar dengan bed twin walopun serasa sempit bahkan untuk 1 orang, interior kamar yang minimalis modern enak dipandang dan view gunung dan kota bogor. pagi hari kami sarapan, dengan menu yang beraneka macam dan enak2. sedikit kendala, kami tidak diberi tahu kalau mobil keluar masuk hotel, apakah kami bisa dapet voucher parkir, akhirnya keluar masuk hotel kami bayar parkir lagi selama dua hari, lumayan lah.",,4
priority_model_disagreement,model_high_confidence_disagreement,Fasilitas,6059,netral,negatif,0.9351,needs_review,sentiment_conflict_needs_expert,fasilitas,aspect evidence: fasilitas; mixed/weak sentiment: ,Traveloka,Hotel Santika Bandung,8/16/2023,perlu pembarauan lagi untuk fasilitas dan akomodasi hotelnya.,,4
priority_model_disagreement,model_high_confidence_disagreement,Fasilitas,8945,negatif,positif,0.9307,needs_review,sentiment_conflict_needs_expert,"fasilitas, kolam, kolam renang, kulkas, air","aspect evidence: fasilitas, kolam, kolam renang, kulkas, air; mixed/weak sentiment: positive: ramah, nyaman, bersih; negative: kurang, tidak, gak",Traveloka,Hotel Santika Cirebon,7/24/2024,"hotel nya di tengah kota memudahkan akses kalau mau kemana-mana, dan bener loh hotel ini menyediakan fasilitas cuci mobil tiap pagi, staf nya ramah walaupun bangun hotel tua, yang paling homy dan nyaman kolam renang nya rindang dan airnya anget tidak dingin, anak-anak suka berenang di sini yang nungguin juga nyaman duduk di pinggir kolam karena suasana kolam senyaman itu, mungkin yang kurang hanya kebersihan kulkas di dalem kamar ya walaupun kulkas tua tolong di bersihkan dan diperhatikan, kulkas nya agak kurang dingin dan pas dibuka ada hawa kulkas nya yang kurang nyaman, selain itu hotel santika ini bisa jadi pilihan untuk staycation.",,4
priority_model_disagreement,model_high_confidence_disagreement,Fasilitas,1834,positif,netral,0.9304,needs_review,sentiment_conflict_needs_expert,fasilitas,"aspect evidence: fasilitas; mixed/weak sentiment: positive: ramah, bersih, enak; negative: tidak, gak, ga ",Agoda,Hotel Santika Cirebon,2/7/2024,"menginap semalam, kamarnya sangat bersih, stafnya cepat tanggap dan sangat ramah. fasilitasnya lengkap dan anda juga bisa meminta fasilitas lain seperti pengering rambut dan staf akan mengirimkannya ke kamar anda. sarapannya enak tapi tidak ada yang luar biasa tentang sarapan. tampilan hotelnya mungkin agak tua tapi secara keseluruhan sepadan dengan harganya.",,4
priority_model_disagreement,model_high_confidence_disagreement,Fasilitas,1115,netral,positif,0.9286,needs_review,sentiment_conflict_needs_expert,,no aspect keyword detected,Agoda,Hotel Santika Bogor,10/10/2013,"saya pernah menginap di grup hotel santika di indonesia, seperti malang dan balikpapang. sama seperti hotel lainnya, staf santika bogor terlatih dan ramah. kamarnya sederhana tapi baik untuk menginap. wi-fi berkecepatan tinggi dan cukup stabil. hotel terletak tepat di sebelah pusat perbelanjaan anda bisa mendapatkan semuanya di sana.",,4
priority_model_disagreement,model_high_confidence_disagreement,Makanan,3926,positif,netral,0.9262,needs_review,sentiment_conflict_needs_expert,"sarapan, enak","aspect evidence: sarapan, enak; mixed/weak sentiment: positive: bagus, ramah, strategis; negative: kurang, biasa saja",Tiket,Hotel Santika Bandung,2/3/2026,all bagus dan lokasi sangat strategis. cuma air conditioner nya kurang dingin. sarapan biasa saja. tapi enak. dan staf nya sangat ramah semua.,,4
priority_model_disagreement,model_high_confidence_disagreement,Harga,2022,netral,positif,0.9236,needs_review,sentiment_conflict_needs_expert,harga,"aspect evidence: harga; mixed/weak sentiment: positive: bagus, baik, ramah; negative: tidak, ga , kecil",Agoda,Hotel Santika Cirebon,7/8/2012,"cirebon adalah kota kecil. tidak banyak hotel bagus untuk dipilih. yang terbaik adalah hotel ini. saya sudah menginap 1 malam di hotel tersebut. staf hotel sangat ramah. lokasinya bagus. harga masuk akal. jika ke cirebon, saya mungkin akan memilih hotel ini lagi.",,4
priority_model_disagreement,model_high_confidence_disagreement,Fasilitas,2860,netral,negatif,0.9211,needs_review,sentiment_conflict_needs_expert,"fasilitas, shower, kamar mandi, air","aspect evidence: fasilitas, shower, kamar mandi, air; mixed/weak sentiment: positive: nyaman, bersih, lengkap; negative: tidak, ga , lambat",Agoda,Hotel Santika Depok,3/22/2017,"lokasi di mall dengan banyak pilihan restoran bahkan departemen store. air minum yang disediakan lebih banyak dari standar hotel lain, yaitu 4 botol dengan ukuran sedang. kenyamanan tidur sangat memuaskan dengan bed yang sangat nyaman dan 2 bantal yang nyaman di masing masing bed (twin). kondisi kamar sangat bersih dan fasilitas kamar mandi juga lengkap. yang cukup mengganggu adalah suhu air shower yang sangat tidak stabil, panas dingin bergantian. namun yang paling mengecewakan untuk kami adalah fasilitas wi-fi yang amat sangat lambat, bahkan tidak bisa kami gunakan sama sekali.",,4
priority_model_disagreement,model_high_confidence_disagreement,Makanan,1834,positif,netral,0.9211,needs_review,sentiment_conflict_needs_expert,"sarapan, enak","aspect evidence: sarapan, enak; mixed/weak sentiment: positive: ramah, bersih, enak; negative: tidak, gak, ga ",Agoda,Hotel Santika Cirebon,2/7/2024,"menginap semalam, kamarnya sangat bersih, stafnya cepat tanggap dan sangat ramah. fasilitasnya lengkap dan anda juga bisa meminta fasilitas lain seperti pengering rambut dan staf akan mengirimkannya ke kamar anda. sarapannya enak tapi tidak ada yang luar biasa tentang sarapan. tampilan hotelnya mungkin agak tua tapi secara keseluruhan sepadan dengan harganya.",,4
priority_model_disagreement,model_high_confidence_disagreement,Kebersihan,105,netral,negatif,0.9174,needs_review,sentiment_conflict_needs_expert,"bersih, kebersihan, noda","aspect evidence: bersih, kebersihan, noda; mixed/weak sentiment: positive: baik, ramah, bersih; negative: tidak, tua",Agoda,Hotel Santika Bandung,8/19/2024,"hotel yang termasuk sudah legendaris ini terletak di pusat kota, mall hanya tinggal melangkah kesebrang, staf yang ramah, kebersihan cukup baik, hanya sedikit yang perlu diperhatikan yaitu mengganti seprai tidur yang nampak sudah tua dan ada noda yang tidak dapat dibersihkan.",,4
priority_model_disagreement,model_high_confidence_disagreement,Fasilitas,5076,netral,negatif,0.9111,needs_review,sentiment_conflict_needs_expert,"shower, water heater, ac","aspect evidence: shower, water heater, ac; mixed/weak sentiment: positive: bagus, pas; negative: tidak, panas",Tiket,Hotel Santika Mega City Bekasi,12/12/2021,"bagus place for stay, sayangnya pas stay ada acara nikahan jadi lumayan ganggu sampai ke kamar. lt 10 water heater tidak panas + shower cuma nyata sebagian",,4
priority_model_disagreement,model_high_confidence_disagreement,Makanan,7023,negatif,netral,0.9062,needs_review,sentiment_conflict_needs_expert,breakfast,"aspect evidence: breakfast; mixed/weak sentiment: positive: bagus, terawat; negative: tidak, gak, lama",Traveloka,Hotel Santika Bandung,1/20/2016,"lokasi bagus walaupun hotel lama tapi terawat, hanya saja hairdryer tidak built in di kamar mandi, refill breakfast agak lama padahal tidak musim liburan. selain itu pelayanan hotel bagus, harus siap di renov untuk bersaing dengan hotel sekitar karena secara lokasi sudah menjanjikan",,4
priority_model_disagreement,model_high_confidence_disagreement,Pelayanan,12637,negatif,positif,0.8976,needs_review,sentiment_conflict_needs_expert,ramah,"aspect evidence: ramah; mixed/weak sentiment: positive: baik, ramah, enak; negative: tidak, gak, ga ",Traveloka,Hotel Santika Mega City Bekasi,1/2/2019,"saya pesan superior king, karena sesuatu hal di free upgrade ke deluxe king. kamar tidak ada kulkas, lemari, bath tub. baru dapat fasilitas tsb sprtinya di kelas premier. wi-fi tidak bisa digunakan. kartu akses hnya bisa diberikan 1 dan ini menyulitkan, terutama karena berpergian bersama anak2. agak sulit menghubungi fo, beberapa kali telpon tidak diangkat. banyak hal yang tidak sesuai dengan buku hotel information. balkon yang jdi nilai tambah kamar deluxe, ternyata dikunci, dan kunci tidak bisa ditinggal di kamar. yang jadi nilai tambah adalah karyawannya ramah, akses yang mudah ke mall mega city, dan menu breakfastnya benar2 kualitas santika: enak dan amat bervariasi. kamarnya juga luas, semua fasilitas lain sprti ac- tv- bathroom shower-electric pot, berfungsi baik. ada kolam renang dan gym.",,4
priority_model_disagreement,model_high_confidence_disagreement,Makanan,12378,positif,negatif,0.8901,needs_review,sentiment_conflict_needs_expert,breakfast,"aspect evidence: breakfast; mixed/weak sentiment: positive: baik, nyaman, aman; negative: tidak, ga ",Traveloka,Hotel Santika Mega City Bekasi,9/4/2019,breakfastnya tidak pernah ngecewain. fasilitas juga baik. tapi sayang kamarnya lebih nyaman yang non smoking. kamar yang smoking room tidak nyaman.,,4
priority_model_disagreement,model_high_confidence_disagreement,Pelayanan,503,netral,positif,0.889,needs_review,sentiment_conflict_needs_expert,"pelayanan, layanan, ramah","aspect evidence: pelayanan, layanan, ramah; mixed/weak sentiment: positive: baik, ramah, bersih; negative: panas",Agoda,Hotel Santika Bandung,2/1/2023,"hotel lokasi strategis, pelayanan cukup ramah, namun ada beberapa yang menjadi catatan perbaikan: 1. kondisi air conditioner panas 2. kebersihan perlu ditingkatkan",,4
priority_model_disagreement,model_high_confidence_disagreement,Fasilitas,7794,negatif,netral,0.8885,needs_review,sentiment_conflict_needs_expert,"fasilitas, parkir, ac","aspect evidence: fasilitas, parkir, ac; mixed/weak sentiment: positive: aman, dekat; negative: tidak, gak, lama",Traveloka,Hotel Santika Bogor,5/5/2021,"awalnya agak gambling pilih hotel ini karena baca-baca review orang-orang yang kecewa dengan pelayanannya, namun alhamdulillah kemarin saya menginap di sini pilih kamar deluxe queen sesuai ekspektasi, dapat queen bed, non smoking, tidak ada masalah dengan fasilitas hotel, hanya saja mencari parkiran mobil agak tricky, saya sampai 2x keluar masuk mall botani square, akhirnya pilih parkir di halaman depan botani square, karena lebih dekat ke lobby hotel",,4
priority_model_disagreement,model_high_confidence_disagreement,Pelayanan,10630,positif,netral,0.8802,needs_review,sentiment_conflict_needs_expert,"pelayanan, layanan","aspect evidence: pelayanan, layanan; mixed/weak sentiment: positive: nyaman, top, aman; negative: tidak, ga , tua",Traveloka,Hotel Santika Depok,11/21/2018,"sebulan sekali saya pasti menginap di hotel santika depok. saya memilih hotel ini selain karena kenyamanannya juga karena praktis. hotel santika depok terhubung langsung dengan di mal. situasi kota depok yang macet setiap kali weekend membuat saya harus mencari semua yang serba praktis, agar waktu tidak habis dijalan. kalau untuk pelayanan dan fasilitas sih tidak usah ditanya, santika hotel top deh",,4
priority_model_disagreement,model_high_confidence_disagreement,Pelayanan,12832,positif,negatif,0.8774,needs_review,sentiment_conflict_needs_expert,"pelayanan, layanan, check-out","aspect evidence: pelayanan, layanan, check-out; mixed/weak sentiment: positive: bagus, bersih; negative: tidak, gelap, kecil",Traveloka,Hotel Santika Mega City Bekasi,8/29/2018,"kamarnya kecil, makanannya biasa saja, nasggor tidak ada rasanya, restaurant jam 9 sudah tutup, saran saja sih karena mal sudah mulai tutup jam segitu, restaurant tutupnya jam 24. 00 saja, kasihan yang tiba-tiba laper tengah malam, keluar hotel pun susah. karena jadi 1 sama mal, jalan ke parkiran jauh, ngelewatin toko-toko yang sudah tutup plus gelap, seharusnya ada lift khusus sih. terus parkiran tidak dipakai sampai check-out, setiap kalau mau keluar harus minta stempel, kalau tidak distempel bayar layaknya lagi ke mal. ac-nya bocor hari pertama, kencang banget. ampun deh hehhe tapi pelayanannya bagus, tidak bising, bersih juga.",,4
priority_model_disagreement,model_high_confidence_disagreement,Kenyamanan,12415,netral,negatif,0.8742,needs_review,sentiment_conflict_needs_expert,"kamar, air conditioner, dingin, view","aspect evidence: kamar, air conditioner, dingin, view; mixed/weak sentiment: positive: ramah, enak, lengkap; negative: kurang, ga , komplain",Traveloka,Hotel Santika Mega City Bekasi,7/10/2019,"hari pertama di hotel ini kesannya cukup enak. kebetulan karena type kamar yang kami pesan habis, kamar kami diupdgrade ke type deluxe. pertama kali masuk kamar memang berasa air conditioner kurang dingin (sesuai ulasan review dari orang-orang). karena sudah cukup malam kami malas komplain dan biarkan saja, syukurlah tambah malam tambah dingin, letak hotel di pusat kota, dekat dengan stasiun, lobby-nya di lantai 5 mega mal giant, pelayanan ramah, security ramah, makanan cukup lah variannya. butuh kebutuhan apa apa tinggal turun ada giant, atm dan lain-lain lengkap. dan akhirnya kita memutuskan extend lagi.",,4
priority_model_disagreement,model_high_confidence_disagreement,Makanan,2038,netral,positif,0.8734,needs_review,sentiment_conflict_needs_expert,"makanan, makan, sarapan, rasa, restoran, hidangan, lezat","aspect evidence: makanan, makan, sarapan, rasa, restoran, hidangan, lezat; mixed/weak sentiment: positive: bagus, ramah, lezat; negative: tidak, ga , kecil",Agoda,Hotel Santika Cirebon,1/4/2012,"hotel santika cukup kecil, namun tamannya indah. kolam renangnya besar dan rasanya seperti surga tropis. restoran ini menawarkan hidangan dalam jumlah terbatas, tetapi sangat lezat dan harganya masuk akal. sarapan sebagian besar adalah makanan indonesia. sebagai orang asing, kami tidak senang dengan pilihan terbatas di luar harga lokal, tetapi pilihan buahnya sangat bagus. seperti kebanyakan tempat di indonesia, stafnya ramah, ramah dan hangat. mereka sangat ingin membantu dan menyenangkan dan itu membuat kunjungan kami menyenangkan meskipun faktanya ciberon adalah kota kecil tanpa banyak atraksi. tidak ada restoran bagus atau tempat menarik untuk dikunjungi. kami masih mencoba mencari tahu bagaimana kami dibujuk untuk pergi ke sana! tapi kami menemukan bahwa kota ini memiliki batik yang luar biasa dan itu membuat perjalanan kami berharga. salah satu kelemahan utama mengunjungi kota kecil di indonesia adalah hampir tidak ada orang yang mengerti/berbicara bahasa inggris. meskipun kami memiliki buku ungkapan kecil, sulit untuk menggunakannya. namun, di hotel, semua staf berbicara bahasa inggris cukup untuk membuat kunjungan ini menyenangkan. saya akan merekomendasikan tempat ini hanya jika anda harus pergi ke cirebon dan hanya jika anda mencari beberapa hari untuk beristirahat.",,4
priority_model_disagreement,model_high_confidence_disagreement,Makanan,12911,netral,positif,0.872,needs_review,sentiment_conflict_needs_expert,"makanan, makan, sarapan","aspect evidence: makanan, makan, sarapan; mixed/weak sentiment: ",Traveloka,Hotel Santika Mega City Bekasi,6/20/2018,pilihan makanan untuk sarapan,,4
priority_model_disagreement,model_high_confidence_disagreement,Pelayanan,5467,negatif,positif,0.8698,needs_review,sentiment_conflict_needs_expert,staf,"aspect evidence: staf; mixed/weak sentiment: positive: bagus, bersih; negative: lambat, kotor",Tiket,Hotel Santika Bogor,4/1/2018,"kami menginap di kamar 616. saluran pembuangan shower lambat meskipun kotoran/rambut sudah dibersihkan oleh staf hotel. lokasi hotel cukup bagus, memiliki akses langsung ke pusat perbelanjaan botany square. dan botanic. ",,4
priority_model_disagreement,model_high_confidence_disagreement,Fasilitas,5319,netral,positif,0.8692,needs_review,sentiment_conflict_needs_expert,parkir,"aspect evidence: parkir; mixed/weak sentiment: positive: baik, aman; negative: ga ",Tiket,Hotel Santika Bogor,4/25/2024,kamar terjaga dengan baik. keamanan terjamin. parkir bebas hambatan.,,4
priority_model_disagreement,model_high_confidence_disagreement,Kenyamanan,5488,netral,negatif,0.869,needs_review,sentiment_conflict_needs_expert,"nyaman, kamar, air conditioner, tidur, berisik, dingin","aspect evidence: nyaman, kamar, air conditioner, tidur, berisik, dingin; mixed/weak sentiment: positive: baik, nyaman, aman; negative: kurang, tidak, ga ",Tiket,Hotel Santika Cirebon,11/20/2025,"baik untuk frontliner, service dari team di resto, kamar lega dingin amenities baik, hotel aga tua tapi tetep nyaman overall hanya dari interior design ada mark atau kerusakan sedikit2 saja tapi tidak mempengaruhi kenyamanan. cuma yang sangat kurang adalah saya menginap di kamar 305, kenyamanan saat tidur sangat kurang karena di kamar berisik sekali bunyi mesin gitu entah dari air conditioner atau apa didalam kamar dan membuat tidur tidak nyenyak dan itu terjadi di malam hari. sudah disampaikan ke frontliner tapi tidak ada tanggapan lebih lanjut hanya memastikan ""tapi dingin kan bu"". yaudah itu aja. ",,4
priority_model_disagreement,model_high_confidence_disagreement,Fasilitas,2366,netral,positif,0.869,needs_review,sentiment_conflict_needs_expert,"kolam, kolam renang","aspect evidence: kolam, kolam renang; mixed/weak sentiment: positive: nyaman, bersih, aman; negative: ga ",Agoda,Hotel Santika Cirebon,3/16/2012,hotel nya bersih dan nyaman serta kolam renang besar dan bersih dan kamar nya besar dan harga nya terjangkau,,4
priority_model_disagreement,model_high_confidence_disagreement,Fasilitas,4180,positif,negatif,0.8683,needs_review,sentiment_conflict_needs_expert,,no aspect keyword detected,Tiket,Hotel Santika Mega City Bekasi,4/8/2026,"sayang banget budget hotel 500rb tapi bukan smart televisi but overall baik, makanan juga enak bingit. thankyou santika",,4
priority_model_disagreement,model_high_confidence_disagreement,Fasilitas,668,netral,negatif,0.867,needs_review,sentiment_conflict_needs_expert,"air, ac","aspect evidence: air, ac; mixed/weak sentiment: positive: nyaman, strategis, luas; negative: kurang, tidak, ga ",Agoda,Hotel Santika Bandung,5/26/2012,"lokasi hotel yang strategis, dilalui taksi dan angkutan kota berbagai jurusan dan dikelilingi mal, pertokoan dan ""factory outlets"" serta dekat dengan berbagai sekolah dan perguruan tinggi. meskipun ukuran hotel tidak luas tapi cukup nyaman. kekurangannya yaitu lobby kecil sehingga tempat duduk sedikit. juga tidak tersedia ""hair dryer"" di kamar meskipun sebelumnya saya baca di internet bahwa di kamar tersedia hair dryer. yang membuat saya lebih senang adalah saat itu kamar saya di-upgrade ke tipe yang lebih tinggi meskipun tidak diminta.",,4
